AREA	SUBID	MAINDOWN	ROWNR	ELEV_MEAN	SLOPE_MEAN	RIVLEN	REGION	SLC_1	SLC_2	SLC_3	SLC_4	SLC_5	SLC_6	SLC_7	SLC_8	SLC_9	SLC_10	SLC_11	SLC_12	SLC_13	SLC_14	SLC_15	SLC_16	SLC_17	SLC_18	SLC_19	SLC_20	SLC_21	SLC_22	SLC_23	SLC_24	SLC_25	SLC_26	SLC_27	SLC_28	SLC_29	SLC_30	SLC_31	SLC_32	SLC_33	SLC_34	SLC_35	SLC_36	SLC_37	SLC_38	SLC_39	SLC_40	SLC_41	SLC_42	SLC_43	SLC_44	SLC_45	SLC_46	SLC_47	SLC_48	SLC_49	SLC_50	SLC_51	SLC_52	SLC_53	SLC_54	SLC_55	SLC_56	SLC_57	SLC_58
613722	17	31	17	910.7358826	19.34851099	1355.075252	40	0.000189011	0.000645243	0	0.000334027	0	0	0	0	0	0	0	0	0.01306928	0.134982896	0.006937995	0.162831207	0	0	0.042590945	0.114214579	0	0.00817634	0	0	0.000169458	0.004642167	0	0.006745725	0	0	0.000254187	0.003614014	0	0	0	0	0.097824422	0.341998494	0.002569567	0.040050707	0	0	0	0	0	0	0	0	0.00124176	0.009121438	0	0.007796537	0	0	0	0	0	0
973834	18	37	18	1066.20701	24.03989747	2159.913526	40	0	0.001682012	0	0.000430258	0	0	0.005456782	0.003387641	0.001352387	0.008014713	0	0	0.086017266	0.086063958	0.041114082	0.068786182	0	0	0.004319011	0.10059312	0	0.000850248	0	0	0.047535822	0.019977737	0.016644521	0.025241468	0	0	0	0.002986135	0.003612525	0	0	0	0.066015358	0.178329161	0.016833464	0.021099078	0	0	0	0	0	0	0	0	0.015359037	0.009784688	0.038888601	0.007027938	0	0.052005075	0.000771516	0.069817512	2.70233E-06	0
559340	19	26	19	859.3302547	16.07987743	1382.628642	40	0.004178161	0.00240642	0	0.001389145	0	0	0	0.001319419	0	0.023849665	0	0	0.003209157	0.260127423	0	0.198724036	0	0	0.031912782	0.136186235	0	0.005395674	0	0	0	0.001512505	0	0.010160243	0	0	0	0	0	0	0	0	0.041039659	0.184834903	0	0.047994322	0	0	0.002368876	0.000155541	0	0.000586409	0	0	0	0.02244431	0	0.008701694	0	0	0.010221342	0	0.001282079	0
616472	20	31	20	889.3101202	18.56529924	1047.551911	40	0.000270896	0.002066598	0	0.001588069	0	0	0	0	0	0	0	0	0	0.137468228	0.00181679	0.220746156	0	0	0	0.131473936	0.007745688	0.004298654	0	0	0	0	0	0	0	0	0.001785969	0	0	0.001111162	0	0	0.009140723	0.407942291	0.02557456	0.028473313	0	0	0	0	0	0	0	0	0	0.002045238	0	0.013032383	0	0	0.001195277	0	0.00222407	0
755131	21	42	21	901.1391811	18.48610939	1711.869804	40	0.000564141	0.00265252	0	0.002255238	0	0	0	0.002909429	0	0.01068159	0	0	0.009597708	0.238569317	2.73573E-08	0.217963223	0	0	0.00326301	0.114993293	0	0.004141003	0	0	0.020291843	0.014423987	0.00105677	0.006755119	0	0	0.002627359	0.000252936	0	0.000260882	0	0	0.034409924	0.176672657	0	0.051307654	0	0	0	0	0	0	0	0	0.01180115	0.013132976	0.001748157	0.002589539	0	0.036228229	0.011919516	0.004256072	0.002674731	0
498681	22	30	22	957.4288124	21.92792252	746.640223	40	0	0.002143655	0	0	0	0	0	0.004816706	0	0	0	0	0.033183807	0.136912342	0	0.05252071	0	0	0.063537612	0.120219138	0	0	0	0	0.002568776	0.000509344	0	0	0	0	0	0	0	0	0	0	0.254437205	0.287335992	0	0.004955071	0	0	0	0	0	0	0	0	0.004703492	0.025161208	0	6.60139E-05	0	0.006928926	0	0	0	0
488474	23	26	23	878.8262078	17.15454502	472.880772	40	0	0.00196121	0	0.000759508	0	0	0	0.000616205	0	0.00282103	0	0	0.004307292	0.14797378	0	0.198864425	0	0	0.028603365	0.107755991	0	0.00380573	0	0	2.66135E-05	0.000241569	0	0	0	0	0	0	0	0	0	0	0.198172267	0.257237847	0	0.034798167	0	0	0	0	0	2.86607E-05	0	0	0	0.007608707	0	0.004417633	0	0	0	0	0	0
528347	24	27	24	1024.003898	23.3387719	634.433116	40	0	0	0	0	0	0	0	0.007339873	0	0	0	0	0.012168961	0.103418823	0.015332726	0.103364811	0	0	0.011710107	0.226258501	0	0.042856305	0	0	0.001190505	0.022738844	0	0.020087178	0	0	0	0	0.000115454	0	0	0	0.011700644	0.30669806	0	0.092439249	0	0	0	0	0	0	0	0	0.002539024	0.001595068	0.004922901	0.004919164	0	0.003020895	0.001673571	0.002509714	0.001399623	0
528470	25	27	25	1025.957589	23.85282859	495.129509	40	0	0	0	0	0	0	0	0.000219502	0	0	0	0	0.070525863	0.097911442	0.009020982	0.116919913	0	0	0.031646073	0.143905993	0	0.008405397	0	0	0.048511741	0.032985789	7.94747E-05	0.016258255	0	0	0	0.006212273	0.000968835	0	0	0	0.088112854	0.18833614	0	0.053015308	0	0	0	0	0	0	0	0	0.024375183	0.012732654	0.003220539	0.016140072	0	0.01269825	0.002143763	0.01557652	7.71854E-05	0
454429	26	46	26	791.7533683	12.91664278	1274.094588	40	0	0.000536938	0	0.00062276	0	0	0	0.000418107	0	0	0	0	0	0.309959004	0	0.463263948	0	0	0	0.001051869	0	0	0	0	0	0.00901791	0	0.003410874	0	0	0	0	0	0.005664251	0	0	0	0.075835829	0	0.054184482	0	0	0	0.001203708	0	0.002427222	0	0	0	0.054165122	0	0.016161881	0	0	0.002076095	0	0	0
233274	27	34	27	881.6687413	17.11835185	390.291414	40	0	0	0	0	0	0	0	0.001993364	0	0.003952434	0	0	0.061236251	0.222807057	0	0.240810563	0	0	0	0.053735093	0	0.000518703	0	0	0.046447525	0.039901575	0	0.025120674	0	0	0	0.009688178	0	0	0	0	0.011072816	0.147423202	0	0.010224028	0	0	0	0	0	0	0	0	0.000811446	0.051163466	0	0.040896903	0	0.023431181	0.002639815	0	0.006125725	0
440977	28	30	28	864.7696553	15.04739494	132.589358	40	0	0.008469829	0	0	0	0	0	0.002909449	0	0	0	0	0	0.374463308	0	0.139520153	0	0	0	0.081512188	0	0.007369999	0	0	0	2.72123E-05	0	0	0	0	0	0	0	0	0	0	0	0.353306408	0	0.021066858	0	0	0	0	0	0	0	0	0	0.011141837	0	0.000212759	0	0	0	0	0	0
381449	29	32	29	898.4879942	18.35001634	139.026912	40	0	0.001546734	0	0	0	0	0	0	0	0	0	0	0.001683056	0.159959016	0.027757315	0.232113015	0	0	0.002626826	0.168389483	0.005835643	0.003533893	0	0	0	0.010389331	0	0.012866727	0	0	0	0	0	0	0	0	0.013739714	0.209747568	0.004417366	0.020107537	0	0	0	0	0	0	0	0	0	0.022684535	0	0.100477344	0	0	0.001614371	0	0.000510528	0
121306	30	32	30	820.3661743	12.64956181	197.03658	40	0	0.004146539	0	0	0	0	0	0	0	0	0	0	0	0.422460554	0	0.357484378	0	0	0	0.048620843	0	0	0	0	0	0	0	0	0	0	0	0.007246138	0	0	0	0	0	0.160041548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143532	31	45	31	801.1736477	14.44697244	584.972655	40	0	0.003929437	0	0.007712566	0	0	0	0.017173871	0	0.011920687	0	0	0.006486358	0.251271392	0	0.318816212	0	0.006820779	0	0.063407463	0	0.006974055	0	0.000640972	0	0.004047878	0	0.014289496	0	0	0.001553661	6.96709E-05	0	0.032076471	0	0.008576485	0.033853078	0.101336287	0	0.06650085	0	0	0	0	0	0	0	0	0	0.012350807	0	0.013681071	0	0	0.016510454	0	0	0
173557	32	36	32	798.2291007	11.40802017	299.048773	40	0	0.008337319	0	0.003186273	0	0	0	0	0	0	0	0	0	0.373205426	0	0.36572821	0	0	0	0	0	0	0	0	0	0	0	0.007738092	0	0	0	0.087504393	0	0.021410833	0	0	0	0.060879135	0	0.027316674	0	0	0	0	0	0	0	0	0	0.015876022	0	0.005823105	0	0	0.010879371	0	0.012115146	0
613970	33	34	33	914.2313758	18.89203897	479.839141	40	0	0	0	0	0	0	0	0	0	0	0	0	2.76886E-05	0.110373199	0	0.197501214	0	0	0.019869049	0.256631432	3.74611E-05	0.009987459	0	0	0.002213463	0.006905875	0	0.002965943	0	0	0	0.003835692	0	0	0	0	0.031729563	0.324805772	0	0.021313745	0	0	0	0	0	0	0	0	0	0.00267018	0	0.006305486	0	0	0.001823797	0	0.001002981	0
23423	34	39	34	802.1768355	9.88438569	157.852814	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115037108	0	0.798260729	0	0	0	0	0	0	0	0	0	0	0	0.031080562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032114567	0	0.015249149	0	0	0.007696124	0	0.000561761	0
988502	35	36	35	828.060126	10.99346267	1295.897149	40	0	0.004717215	0	0.000225593	0	0	0	0.000761755	0	0.001570045	0	0	0	0.335260214	0	0.360092408	0	0	0	0.024685713	0	0.000186139	0	0	0	0.00960843	0	0.003707612	0	0	0	0.010161789	0	0.00488818	0	0	0	0.182941547	0	0.047659754	0	0	0	0	0	0	0	0	0	0.009329781	0	0.003776538	0	0	0.000427289	0	0	0
246746	36	45	36	798.317408	13.47853949	466.984848	40	0	0.009536122	0	0.002216855	0	0	0	0	0	0	0	0	0	0.492654187	0	0.351188644	0	0	0	0.001082084	0	0	0	0	0	0.017066133	0	0	0	0	0	0.015943521	0	0.004283757	0	0	0	0.086291166	0	0.00117935	0	0	0	0	0	0	0	0	0	0.009826096	0	0.008732084	0	0	0	0	0	0
287067	38	40	37	927.3495769	19.56282124	257.9386	40	0	0	0	0	0	0	0	0	0	0	0	0	0.011637147	0.064775756	0	0.157340639	0	0	0.022660215	0.194114963	0	0	0	0	0.000379702	0.009900128	0	0	0	0	0	0.003497441	0	0	0	0	0.07787729	0.406960744	0	0.044588894	0	0	0	0	0	0	0	0	0.000917413	0.002121519	0	0.003228149	0	0	0	0	0	0
431451	43	40	43	894.3131939	16.46847646	378.436075	40	0	0	0	0	0	0	0	0	0	0	0	0	0.000275813	0.118405728	0	0.220465718	0	0	0.012703644	0.081508677	0	0	0	0	0	0.009681285	0	0.002285312	0	0	0	0.005333166	0	0	0	0	0.028346208	0.344604602	0	0.153563209	0	0	0	0	0	0	0	0	0	0.000148786	0	0.006126923	0	0	0.001357133	0	0.015193795	0
327829	44	41	44	840.8102748	14.51884536	99.760931	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307453529	0	0.406708768	0	0	0	0	0	0	0	0	0	0.018131404	0	0.016529959	0	0	0	0.004804334	0	0.001982741	0	0	0	0.156493172	0	0.026465017	0	0	0	0	0	0	0	0	0	0.006592433	0	0.012421691	0	0	0.035669896	0	0.006747057	0
315533	40	41	38	855.1579624	13.51055793	280.124892	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274897879	0	0.185602855	0	0	0	0.013615058	0	0	0	0	0	0.004503491	0	0.016156789	0	0	0	0.007108607	0	0.001480035	0	0	0	0.421692818	0	4.43694E-05	0	0	0	0	0	0	0	0	0	0.006051201	0	0.025394178	0	0	0.034044914	0	0.009407806	0
145462	41	39	39	868.1241805	16.612084	201.267027	40	0	0	0	0	0	0	0	0	0	0	0	0	0.010009487	0.120914953	0	0.382646659	0	0	0.058860733	0.069777674	0	0	0	0	0	0	0	0.012752471	0	0	0	0.000646217	0	0.009473264	0	0	0.07230067	0.101517922	0	0.018980902	0	0	0	0	0	0	0	0	0	0.016939502	0	0.078711539	0	0	0.018371914	0	0.028096093	0
44409	39	37	40	802.9646618	10.21940702	215.740115	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0.523557695	0	0.357547541	0	0	0	0	0	0	0	0	0	0	0	0.04201851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04336539	0	0	0.013540641	0	0.019970224	0
362168	37	42	41	810.04343	10.26558428	409.592929	40	0	0.000187758	0	0.005583044	0	0	0	0.003244351	0	0.001789225	0	0	0	0.401788549	0	0.398696036	0	0	0	0	0	0	0	0	0	0.03242694	0	0.014106713	0	0	0	0	0	0.011652051	0	0	0	0.031275541	0	0.021512116	0	0	0	0	0	0	0	0	0	0.03234106	0	0.019924565	0	0	0.0149686	0	0.010503452	0
228161	42	47	42	792.6489557	11.42306914	760.385389	40	0	0.007297479	0	0.001507707	0	0	0	0	0	0	0	0	0	0.522850626	0	0.098491854	0	0	0	0	0	0	0	0	0	0.025863316	0	0	0	0	0	0.013082867	0	0.036807342	0	0	0	0.153137477	0	0.032389409	0	0	0	0.001135163	0	0.004803626	0	0	0	0.059985907	0	0	0	0	0.042647227	0	0	0
152537	45	46	45	784.9160102	14.64351215	560.67114	40	0	0.004346486	0	0.007722716	0	0	0	0	0	0	0	0	0.002150298	0.540439852	0	0.243849033	0	0	0	0	0	0	0	0	0	0.053718114	0	0.018788884	0	0	0.003710575	0.027901427	0	0	0	0	0	0.016527138	0	0.001101372	0	0	0	0	0	0.003533569	0	0	0	0.055335164	0	0	0	0	0.020875371	0	0	0
244	46	47	46	766.3173958	46.75456304	17.778175	40	0	0	0	0.237704918	0	0	0	0	0	0	0	0	0	0	0	0.143442623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43442623	0	0	0	0	0	0.18442623	0	0	0	0	0	0	0	0	0	0	0	0
1	47	0	47	749	80.99453735	1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
